[0.362s] Invoking command in '/home/ani/yc_ws/build/my_ur_driver': CMAKE_PREFIX_PATH=/opt/ros/humble /usr/bin/cmake --build /home/ani/yc_ws/build/my_ur_driver -- -j12 -l12
[0.408s] Invoked command in '/home/ani/yc_ws/build/my_ur_driver' returned '0': CMAKE_PREFIX_PATH=/opt/ros/humble /usr/bin/cmake --build /home/ani/yc_ws/build/my_ur_driver -- -j12 -l12
[0.408s] Invoking command in '/home/ani/yc_ws/build/my_ur_driver': CMAKE_PREFIX_PATH=/opt/ros/humble /usr/bin/cmake --install /home/ani/yc_ws/build/my_ur_driver
[0.414s] -- Install configuration: ""
[0.417s] -- Execute custom install script
[0.580s] -- Symlinking: /home/ani/yc_ws/install/my_ur_driver/share/my_ur_driver/my_ur_config/urdf/meshes/collision/2f_140/robotiq_2f_140_outer_knuckle.stl
[0.586s] -- Symlinking: /home/ani/yc_ws/install/my_ur_driver/share/my_ur_driver/my_ur_config/urdf/meshes/visual/2f_140/robotiq_2f_140_base_link.stl
[0.593s] -- Symlinking: /home/ani/yc_ws/install/my_ur_driver/share/my_ur_driver/my_ur_config/urdf/meshes/visual/2f_140/robotiq_2f_140_coupling.stl
[0.599s] -- Symlinking: /home/ani/yc_ws/install/my_ur_driver/share/my_ur_driver/my_ur_config/urdf/meshes/visual/2f_140/robotiq_2f_140_inner_finger.stl
[0.605s] -- Symlinking: /home/ani/yc_ws/install/my_ur_driver/share/my_ur_driver/my_ur_config/urdf/meshes/visual/2f_140/robotiq_2f_140_inner_knuckle.stl
[0.612s] -- Symlinking: /home/ani/yc_ws/install/my_ur_driver/share/my_ur_driver/my_ur_config/urdf/meshes/visual/2f_140/robotiq_2f_140_outer_finger.stl
[0.619s] -- Symlinking: /home/ani/yc_ws/install/my_ur_driver/share/my_ur_driver/my_ur_config/urdf/meshes/visual/2f_140/robotiq_2f_140_outer_knuckle.stl
[0.625s] -- Symlinking: /home/ani/yc_ws/install/my_ur_driver/share/my_ur_driver/my_ur_config/urdf/my_world.urdf.xacro
[0.632s] -- Symlinking: /home/ani/yc_ws/install/my_ur_driver/share/my_ur_driver/my_ur_config/urdf/original.urdf.xacro
[0.640s] -- Symlinking: /home/ani/yc_ws/install/my_ur_driver/share/my_ur_driver/my_moveit_config/moveit_controllers/joint_limits.yaml
[0.646s] -- Symlinking: /home/ani/yc_ws/install/my_ur_driver/share/my_ur_driver/my_moveit_config/moveit_controllers/kinematics.yaml
[0.653s] -- Symlinking: /home/ani/yc_ws/install/my_ur_driver/share/my_ur_driver/my_moveit_config/moveit_controllers/moveit_controllers.yaml
[0.659s] -- Symlinking: /home/ani/yc_ws/install/my_ur_driver/share/my_ur_driver/my_moveit_config/moveit_controllers/ompl_planning.yaml
[0.666s] -- Symlinking: /home/ani/yc_ws/install/my_ur_driver/share/my_ur_driver/my_moveit_config/moveit_controllers/ur_servo.yaml
[0.673s] -- Symlinking: /home/ani/yc_ws/install/my_ur_driver/share/my_ur_driver/my_moveit_config/srdf/my_world.macro.srdf.xacro
[0.680s] -- Symlinking: /home/ani/yc_ws/install/my_ur_driver/share/my_ur_driver/my_moveit_config/srdf/my_world.srdf.xacro
[0.688s] -- Symlinking: /home/ani/yc_ws/install/my_ur_driver/share/ament_index/resource_index/package_run_dependencies/my_ur_driver
[0.695s] -- Symlinking: /home/ani/yc_ws/install/my_ur_driver/share/ament_index/resource_index/parent_prefix_path/my_ur_driver
[0.702s] -- Symlinking: /home/ani/yc_ws/install/my_ur_driver/share/my_ur_driver/environment/ament_prefix_path.sh
[0.709s] -- Symlinking: /home/ani/yc_ws/install/my_ur_driver/share/my_ur_driver/environment/ament_prefix_path.dsv
[0.717s] -- Symlinking: /home/ani/yc_ws/install/my_ur_driver/share/my_ur_driver/environment/path.sh
[0.725s] -- Symlinking: /home/ani/yc_ws/install/my_ur_driver/share/my_ur_driver/environment/path.dsv
[0.734s] -- Symlinking: /home/ani/yc_ws/install/my_ur_driver/share/my_ur_driver/local_setup.bash
[0.743s] -- Symlinking: /home/ani/yc_ws/install/my_ur_driver/share/my_ur_driver/local_setup.sh
[0.754s] -- Symlinking: /home/ani/yc_ws/install/my_ur_driver/share/my_ur_driver/local_setup.zsh
[0.764s] -- Symlinking: /home/ani/yc_ws/install/my_ur_driver/share/my_ur_driver/local_setup.dsv
[0.774s] -- Symlinking: /home/ani/yc_ws/install/my_ur_driver/share/my_ur_driver/package.dsv
[0.784s] -- Symlinking: /home/ani/yc_ws/install/my_ur_driver/share/ament_index/resource_index/packages/my_ur_driver
[0.794s] -- Symlinking: /home/ani/yc_ws/install/my_ur_driver/share/my_ur_driver/cmake/my_ur_driverConfig.cmake
[0.804s] -- Symlinking: /home/ani/yc_ws/install/my_ur_driver/share/my_ur_driver/cmake/my_ur_driverConfig-version.cmake
[0.814s] -- Symlinking: /home/ani/yc_ws/install/my_ur_driver/share/my_ur_driver/package.xml
[0.828s] Invoked command in '/home/ani/yc_ws/build/my_ur_driver' returned '0': CMAKE_PREFIX_PATH=/opt/ros/humble /usr/bin/cmake --install /home/ani/yc_ws/build/my_ur_driver
